scope,profile,motion,seed,success,minimum_distance_m,oscillatory,maximum_command_reversal_rate_hz,mean_acceleration_jerk_rms_mps3,agent_visible_fraction,all_agents_lost_fraction
multi,legacy,jink,2026381816,0,0.6879556583222176,1,0.9259259259259259,12.589118965970968,0.21936758893280633,0.7786561264822134
multi,legacy,jink,2026381817,1,0.31720265276601795,1,4.883720930232558,28.10973670874004,0.9642058165548099,0.006711409395973154
multi,legacy,jink,2026381818,0,0.8075312737022753,1,1.726457399103139,12.57683703096913,0.38698140200286124,0.6094420600858369
multi,legacy,jink,2026381819,1,0.1833136887547044,1,4.897959183673469,27.88254575681376,0.9774011299435028,0.0
multi,legacy,jink,2026381820,1,0.478550480407171,1,5.2,27.6448518960667,0.9722222222222222,0.0
multi,legacy,jink,2026381821,1,0.19053112023928884,1,4.552238805970149,24.065740926537952,0.9891774891774892,0.0
multi,legacy,jink,2026381822,0,0.6811892501141698,1,0.7882882882882882,11.313836912321408,0.21695402298850575,0.7780172413793104
multi,legacy,jink,2026381823,1,0.12059030609277228,1,4.5,25.957163162905378,0.9928571428571429,0.0
multi,legacy,jink,2026381824,1,0.2609069620063816,1,4.3442622950819665,27.521963668697918,0.9976525821596244,0.0
multi,legacy,jink,2026381825,1,0.45265138420761414,1,4.5054945054945055,29.099576071248922,0.996996996996997,0.0
multi,legacy,jink,2026381826,1,0.3702817225755478,1,4.827586206896551,27.539997774411248,0.9828431372549019,0.0
multi,legacy,jink,2026381827,1,0.3047759630338855,1,4.615384615384615,28.81777965849891,0.9965986394557823,0.0
multi,legacy,jink,2026381828,0,1.5352611286781257,1,1.3568773234200742,13.052128448525862,0.3112305854241338,0.6881720430107527
multi,legacy,jink,2026381829,0,0.6420562641389322,1,1.7475728155339805,17.219865067513513,0.4093211752786221,0.5835866261398176
multi,legacy,jink,2026381830,1,0.4691351190424635,1,5.346534653465346,26.94709421424983,0.953168044077135,0.03305785123966942
multi,legacy,jink,2026381831,1,0.5070488262402918,1,5.24390243902439,28.58099745611619,0.9869281045751634,0.0
multi,legacy,jink,2026381832,0,0.7663410836594136,1,2.006802721088435,18.570407967676438,0.45010615711252655,0.5477707006369427
multi,legacy,jink,2026381833,0,0.7020993391028663,1,1.0594795539033457,13.535788809055399,0.25627240143369173,0.7419354838709677
multi,legacy,jink,2026381834,1,0.36369855745130397,1,4.431818181818182,27.959712267748717,0.9969135802469136,0.0
multi,legacy,jink,2026381835,0,1.8937978734588963,1,1.0144927536231882,10.129149190369331,0.26344086021505375,0.7188940092165899
multi,legacy,jink,2026381836,1,0.5696268621440066,1,5.056179775280898,23.848107838128907,0.9969418960244648,0.0
multi,legacy,jink,2026381837,0,1.2107260696217754,1,1.1568123393316194,14.514823279200597,0.27302363488182557,0.7237163814180929
multi,legacy,jink,2026381838,0,0.6832164269034616,1,0.7920792079207921,12.10904043033697,0.2038095238095238,0.7866666666666666
multi,legacy,jink,2026381839,1,0.07746973331934448,1,5.348837209302326,27.138124132541794,0.9811320754716981,0.0
multi,legacy,jink,2026381840,0,1.2936467883346934,1,1.0173160173160172,11.458210642866215,0.23789764868603042,0.7489626556016598
multi,legacy,jink,2026381841,0,0.8308312966961588,1,1.0286677908937605,13.370810083238247,0.23491027732463296,0.7585644371941273
multi,legacy,jink,2026381842,0,1.648074836178366,1,1.1401425178147269,11.703257567313807,0.2637944066515495,0.7324263038548753
multi,legacy,jink,2026381843,1,0.2302300701013535,1,5.1724137931034475,30.11626220881219,0.9968847352024922,0.0
multi,legacy,jink,2026381844,0,2.9829795637803307,1,1.094276094276094,12.628295238728418,0.23941368078175895,0.754071661237785
multi,legacy,jink,2026381845,0,1.172744868171751,1,1.2661498708010335,14.948438901646242,0.2784602784602785,0.7199017199017199
multi,legacy,jink,2026381846,0,0.7594778463400829,1,1.2563667232597622,10.682199079402784,0.27586206896551724,0.7126436781609196
multi,legacy,jink,2026381847,0,4.373383119118544,1,0.9193548387096774,12.664198879784061,0.22604166666666667,0.76875
multi,legacy,jink,2026381848,1,0.36944556486760277,1,4.634146341463414,26.22764933253896,0.9771241830065359,0.0
multi,legacy,jink,2026381849,1,0.48396769289892305,1,4.876033057851239,30.023582853312366,0.9976359338061466,0.0
